feature,coefficient_log_price,absolute_coefficient,is_zero
binary__keyless_start,0.01241530909175958,0.01241530909175958,False
cat__exterior_color_eiger grey,0.012377981067370382,0.012377981067370382,False
cat__engine_3.5l v6 24v mpfi dohc,-0.012199664192210777,0.012199664192210777,False
cat__exterior_color_bianco,0.011397617739419484,0.011397617739419484,False
cat__model_levante s,-0.011286370316476975,0.011286370316476975,False
cat__exterior_color_ibis white,-0.011156687190885887,0.011156687190885887,False
cat__interior_color_dark gray,0.01078193886008469,0.01078193886008469,False
cat__model_countryman cooper,0.010510292513150882,0.010510292513150882,False
cat__transmission_infrequent_sklearn,0.01033512285707653,0.01033512285707653,False
cat__interior_color_caramel,0.009936135262861322,0.009936135262861322,False
cat__exterior_color_soul red crystal metallic,-0.009834290289054705,0.009834290289054705,False
cat__engine_1.6l i4 16v gdi dohc turbo hybrid,-0.009822364574928386,0.009822364574928386,False
cat__exterior_color_polar white,-0.00970356568331474,0.00970356568331474,False
cat__model_telluride sx,0.00964436530247558,0.00964436530247558,False
cat__model_palisade calligraphy,0.009554829284987361,0.009554829284987361,False
binary__heated_seats,0.009485448201917764,0.009485448201917764,False
cat__interior_color_charcoal,-0.009345697783525446,0.009345697783525446,False
num__missingindicator_avg_mpg,0.009289558993994326,0.009289558993994326,False
num__avg_mpg,-0.009277995425051819,0.009277995425051819,False
cat__exterior_color_white,0.009020880865914823,0.009020880865914823,False
cat__exterior_color_narvik black,-0.008984087855376199,0.008984087855376199,False
cat__exterior_color_crystal white metallic,0.008192525935052581,0.008192525935052581,False
cat__exterior_color_gray,-0.00814724892931634,0.00814724892931634,False
cat__interior_color_global black,0.0075215433408686245,0.0075215433408686245,False
cat__exterior_color_navarra blue metallic,0.00750729519759656,0.00750729519759656,False
cat__brand_jaguar,0.007187883763976694,0.007187883763976694,False
cat__exterior_color_machine gray metallic,-0.007181737495062337,0.007181737495062337,False
cat__exterior_color_volcano grey metallic,-0.006110325379021718,0.006110325379021718,False
cat__model_civic lx,-0.005923152738884484,0.005923152738884484,False
binary__personal_using,-0.005538970613471569,0.005538970613471569,False
cat__exterior_color_white tri-coat,0.005472487361252336,0.005472487361252336,False
cat__exterior_color_fuji white,0.00537961434106164,0.00537961434106164,False
cat__exterior_color_snow white pearl,0.0053065585625476875,0.0053065585625476875,False
cat__exterior_color_jet black,-0.004604750839979716,0.004604750839979716,False
cat__interior_color_black / graphite,-0.004470398283244781,0.004470398283244781,False
cat__interior_color_saddle,0.0042998740191034215,0.0042998740191034215,False
cat__exterior_color_polaris white,-0.004250789833664323,0.004250789833664323,False
cat__model_500x pop,-0.004150127705146291,0.004150127705146291,False
cat__brand_cadillac,-0.00392166824855393,0.00392166824855393,False
cat__model_titan pro-4x,0.0039053279640472657,0.0039053279640472657,False
cat__exterior_color_magnetic gray metallic,0.003813852765460361,0.003813852765460361,False
cat__engine_3.0l v6 24v gdi dohc turbo hybrid,-0.0037106057243150984,0.0037106057243150984,False
cat__exterior_color_glacier white metallic,0.003688863647546439,0.003688863647546439,False
cat__model_xt4 premium luxury,0.0036855906423819895,0.0036855906423819895,False
cat__model_124 spider lusso,0.003280825335190411,0.003280825335190411,False
cat__exterior_color_brilliant silver,-0.003236608316477779,0.003236608316477779,False
cat__interior_color_cognac,0.0029495336633115488,0.0029495336633115488,False
cat__transmission_6-speed automatic,0.0028982956601143815,0.0028982956601143815,False
cat__interior_color_infrequent_sklearn,-0.0026565260661093825,0.0026565260661093825,False
cat__interior_color_black,-0.0025838029824832263,0.0025838029824832263,False
cat__exterior_color_atomic silver,-0.002554149081394899,0.002554149081394899,False
cat__interior_color_graphite,0.0022969968189508715,0.0022969968189508715,False
cat__exterior_color_shadow black,-0.0021496581885747687,0.0021496581885747687,False
cat__exterior_color_deep black pearl effect,-0.0020582628230965817,0.0020582628230965817,False
cat__exterior_color_bright white clearcoat,0.0015862664743167439,0.0015862664743167439,False
cat__exterior_color_alfa white,-0.0013420950895533259,0.0013420950895533259,False
cat__brand_chevrolet,-0.0013229919946370304,0.0013229919946370304,False
cat__exterior_color_indus silver,-0.0012941792825619269,0.0012941792825619269,False
cat__exterior_color_ultra white,0.0011476442861053178,0.0011476442861053178,False
cat__exterior_color_rhodium silver,-0.0011130069592332503,0.0011130069592332503,False
cat__model_500x trekking,0.0010444486541472807,0.0010444486541472807,False
cat__model_infrequent_sklearn,0.0006369710579692854,0.0006369710579692854,False
